Producto;Fecha;Ingreso;Egreso;Precio Venta;Monto Venta;Stock
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-07-28;0,00;1,00;7.284,80;7.284,80;22
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-07-30;20,00;0,00;0,00;0,00;42
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-08-18;0,00;1,00;7.507,20;7.507,20;41
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-08-28;0,00;1,00;7.562,40;7.562,40;40
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-08-29;0,00;2,00;7.562,40;15.124,80;38
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-09-03;0,00;1,00;7.562,40;7.562,40;37
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-10-08;0,00;1,00;9.874,00;9.874,00;36
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-10-08;0,00;1,00;7.899,20;7.899,20;35
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-10-15;0,00;2,00;7.628,80;15.257,60;33
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-10-16;0,00;2,00;7.247,36;14.494,72;31
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-10-20;0,00;2,00;7.606,84;15.213,68;29
Tapa trasera iPhone 13 MINI - Big Hole;;;;;;26
Tapa trasera iPhone 13 MINI - Big Hole;2025-07-02;0,00;1,00;3.720,80;3.720,80;25
Tapa trasera iPhone 13 MINI - Big Hole;2025-07-08;0,00;2,00;3.904,00;7.808,00;23
Tapa trasera iPhone 13 MINI - Big Hole;2025-07-30;5,00;0,00;0,00;0,00;28
Tapa trasera iPhone 13 MINI - Big Hole;2025-08-22;0,00;5,00;2.522,03;12.610,15;23
Tapa trasera iPhone 13 MINI - Big Hole;2025-08-29;0,00;1,00;4.148,00;4.148,00;22
Tapa trasera iPhone 13 MINI - Big Hole;2025-09-03;0,00;1,00;4.148,00;4.148,00;21
Tapa trasera iPhone 13 MINI - Big Hole;;;;;;40
Tapa trasera iPhone 13 MINI - Big Hole;2025-07-02;0,00;2,00;3.720,80;7.441,60;38
Tapa trasera iPhone 13 MINI - Big Hole;2025-07-08;0,00;2,00;3.904,00;7.808,00;36
Tapa trasera iPhone 13 MINI - Big Hole;2025-07-25;0,00;1,00;3.996,00;3.996,00;35
Tapa trasera iPhone 13 MINI - Big Hole;2025-08-29;0,00;1,00;4.148,00;4.148,00;34
Tapa trasera iPhone 13 MINI - Big Hole;2025-10-07;0,00;3,00;4.422,40;13.267,20;31
Tapa trasera iPhone 13 MINI - Big Hole;;;;;;37
Tapa trasera iPhone 13 MINI - Big Hole;2025-07-02;0,00;1,00;3.720,80;3.720,80;36
Tapa trasera iPhone 13 MINI - Big Hole;2025-07-03;0,00;2,00;3.767,20;7.534,40;34
Tapa trasera iPhone 13 MINI - Big Hole;2025-07-08;0,00;2,00;3.904,00;7.808,00;32
Tapa trasera iPhone 13 MINI - Big Hole;2025-07-25;0,00;1,00;3.996,00;3.996,00;31
Tapa trasera iPhone 13 MINI - Big Hole;2025-08-29;0,00;1,00;4.148,00;4.148,00;30
Tapa trasera iPhone 13 MINI - Big Hole;2025-10-07;0,00;3,00;4.422,40;13.267,20;27
Tapa trasera iPhone 14 - Big Hole;;;;;;21
Tapa trasera iPhone 14 - Big Hole;2025-07-03;0,00;2,00;4.913,60;9.827,20;19
Tapa trasera iPhone 14 - Big Hole;2025-07-04;0,00;2,00;4.913,60;9.827,20;17
Tapa trasera iPhone 14 - Big Hole;2025-07-18;0,00;2,00;5.211,20;10.422,40;15
Tapa trasera iPhone 14 - Big Hole;2025-08-28;0,00;1,00;5.410,40;5.410,40;14
Tapa trasera iPhone 14 - Big Hole;2025-09-02;0,00;1,00;6.763,00;6.763,00;13
Tapa trasera iPhone 14 - Big Hole;2025-09-09;0,00;1,00;5.609,60;5.609,60;12
Tapa trasera iPhone 14 - Big Hole;2025-09-16;0,00;1,00;7.260,00;7.260,00;11
Tapa trasera iPhone 14 - Big Hole;2025-10-01;0,00;1,00;5.837,60;5.837,60;10
Tapa trasera iPhone 14 - Big Hole;2025-10-16;0,00;3,00;5.506,20;16.518,60;7
Tapa trasera iPhone 14 - Big Hole;;;;;;59
Tapa trasera iPhone 14 - Big Hole;2025-07-08;0,00;2,00;5.092,00;10.184,00;57
Tapa trasera iPhone 14 - Big Hole;2025-07-18;0,00;2,00;5.211,20;10.422,40;55
Tapa trasera iPhone 14 - Big Hole;2025-08-14;0,00;1,00;6.713,00;6.713,00;54
Tapa trasera iPhone 14 - Big Hole;2025-08-28;0,00;1,00;5.410,40;5.410,40;53
Tapa trasera iPhone 14 - Big Hole;2025-09-02;0,00;2,00;6.763,00;13.526,00;51
Tapa trasera iPhone 14 - Big Hole;2025-09-09;0,00;1,00;5.609,60;5.609,60;50
Tapa trasera iPhone 14 - Big Hole;2025-10-16;0,00;3,00;5.506,20;16.518,60;47
Tapa trasera iPhone 14 - Big Hole;;;;;;45
Tapa trasera iPhone 14 - Big Hole;2025-07-03;0,00;5,00;4.913,60;24.568,00;40
Tapa trasera iPhone 14 - Big Hole;2025-07-18;0,00;2,00;5.211,20;10.422,40;38
Tapa trasera iPhone 14 - Big Hole;2025-08-14;0,00;1,00;6.713,00;6.713,00;37
Tapa trasera iPhone 14 - Big Hole;2025-09-02;0,00;2,00;6.763,00;13.526,00;35
Tapa trasera iPhone 14 - Big Hole;2025-10-22;0,00;1,00;6.372,00;6.372,00;34
Tapa trasera iPhone 14 - Big Hole;;;;;;40
Tapa trasera iPhone 14 - Big Hole;2025-07-04;0,00;3,00;4.913,60;14.740,80;37
Tapa trasera iPhone 14 - Big Hole;2025-07-18;0,00;2,00;5.211,20;10.422,40;35
Tapa trasera iPhone 14 - Big Hole;2025-08-28;0,00;2,00;5.410,40;10.820,80;33
Tapa trasera iPhone 14 - Big Hole;2025-10-29;0,00;1,00;7.528,00;7.528,00;32
Tapa trasera iPhone 14 - Big Hole;;;;;;22
Tapa trasera iPhone 14 - Big Hole;2025-07-04;0,00;2,00;4.913,60;9.827,20;20
Tapa trasera iPhone 14 - Big Hole;2025-07-18;0,00;2,00;5.211,20;10.422,40;18
Tapa trasera iPhone 14 - Big Hole;2025-07-25;0,00;10,00;5.211,20;52.112,00;8
Tapa trasera iPhone 14 - Big Hole;2025-08-04;0,00;5,00;5.370,40;26.852,00;3
Tapa trasera iPhone 14 - Big Hole;2025-08-28;0,00;1,00;5.410,40;5.410,40;2
Tapa trasera iPhone 14 - Big Hole;2025-09-05;0,00;1,00;5.450,40;5.450,40;1
Tapa trasera iPhone 14 - Big Hole;2025-09-16;0,00;1,00;7.260,00;7.260,00;0
Tapa trasera iPhone 14 - Big Hole;2025-09-23;20,00;0,00;0,00;0,00;20
Tapa trasera iPhone 14 - Big Hole;2025-10-15;10,00;0,00;0,00;0,00;30
Tapa trasera iPhone 14 PLUS - Big Hole;;;;;;48
Tapa trasera iPhone 14 PLUS - Big Hole;2025-10-22;0,00;1,00;4.659,20;4.659,20;47
Tapa trasera iPhone 14 PLUS - Big Hole;;;;;;67
Tapa trasera iPhone 14 PLUS - Big Hole;2025-10-16;0,00;2,00;4.238,40;8.476,80;65
Tapa trasera iPhone 14 PLUS - Big Hole;2025-10-22;0,00;1,00;4.659,20;4.659,20;64
Tapa trasera iPhone 14 PRO - Big Hole;;;;;;27
Tapa trasera iPhone 14 PRO - Big Hole;2025-07-04;0,00;2,00;8.689,00;17.378,00;25
Tapa trasera iPhone 14 PRO - Big Hole;2025-07-04;0,00;2,00;6.867,20;13.734,40;23
Tapa trasera iPhone 14 PRO - Big Hole;2025-07-07;0,00;5,00;6.812,18;34.060,88;18
Tapa trasera iPhone 14 PRO - Big Hole;2025-07-08;0,00;1,00;7.117,60;7.117,60;17
Tapa trasera iPhone 14 PRO - Big Hole;2025-07-16;0,00;2,00;9.175,00;18.350,00;15
Tapa trasera iPhone 14 PRO - Big Hole;2025-07-18;0,00;2,00;7.284,80;14.569,60;13
Tapa trasera iPhone 14 PRO - Big Hole;2025-07-30;10,00;0,00;0,00;0,00;23
Tapa trasera iPhone 14 PRO - Big Hole;2025-08-07;0,00;1,00;7.507,20;7.507,20;22
Tapa trasera iPhone 14 PRO - Big Hole;2025-09-05;0,00;1,00;7.618,40;7.618,40;21
Tapa trasera iPhone 14 PRO - Big Hole;2025-09-15;0,00;2,00;10.148,00;20.296,00;19
Tapa trasera iPhone 14 PRO - Big Hole;2025-09-23;10,00;0,00;0,00;0,00;29
Tapa trasera iPhone 14 PRO - Big Hole;2025-09-25;0,00;6,00;7.574,40;45.446,40;23
Tapa trasera iPhone 14 PRO - Big Hole;2025-10-01;0,00;2,00;7.682,40;15.364,80;21
Tapa trasera iPhone 14 PRO - Big Hole;2025-10-01;0,00;1,00;7.682,40;7.682,40;20
Tapa trasera iPhone 14 PRO - Big Hole;2025-10-01;0,00;2,00;7.682,40;15.364,80;18
Tapa trasera iPhone 14 PRO - Big Hole;2025-10-06;0,00;3,00;7.844,80;23.534,40;15
Tapa trasera iPhone 14 PRO - Big Hole;2025-10-07;0,00;15,00;7.844,80;117.672,00;0
Tapa trasera iPhone 14 PRO - Big Hole;;;;;;16
Tapa trasera iPhone 14 PRO - Big Hole;2025-07-01;0,00;2,00;8.480,00;16.960,00;14
Tapa trasera iPhone 14 PRO - Big Hole;2025-07-03;0,00;2,00;6.867,20;13.734,40;12
Tapa trasera iPhone 14 PRO - Big Hole;2025-07-04;0,00;3,00;6.867,20;20.601,60;9
Tapa trasera iPhone 14 PRO - Big Hole;2025-07-08;0,00;4,00;7.117,60;28.470,40;5
Tapa trasera iPhone 14 PRO - Big Hole;2025-07-11;0,00;3,00;7.173,60;21.520,80;2
Tapa trasera iPhone 14 PRO - Big Hole;2025-07-17;0,00;1,00;7.451,20;7.451,20;1
Tapa trasera iPhone 14 PRO - Big Hole;2025-07-18;0,00;1,00;7.284,80;7.284,80;0
Tapa trasera iPhone 14 PRO - Big Hole;2025-07-30;70,00;0,00;0,00;0,00;70
Tapa trasera iPhone 14 PRO - Big Hole;2025-08-04;0,00;2,00;9.384,00;18.768,00;68
Tapa trasera iPhone 14 PRO - Big Hole;2025-08-04;0,00;1,00;9.384,00;9.384,00;67
Tapa trasera iPhone 14 PRO - Big Hole;2025-08-14;0,00;1,00;9.384,00;9.384,00;66
Tapa trasera iPhone 14 PRO - Big Hole;2025-08-19;0,00;2,00;7.507,20;15.014,40;64
Tapa trasera iPhone 14 PRO - Big Hole;2025-09-01;0,00;10,00;7.562,40;75.624,00;54
Tapa trasera iPhone 14 PRO - Big Hole;2025-09-15;0,00;1,00;8.118,40;8.118,40;53
Tapa trasera iPhone 14 PRO - Big Hole;2025-09-15;0,00;2,00;10.148,00;20.296,00;51
Tapa trasera iPhone 14 PRO - Big Hole;2025-09-16;0,00;1,00;10.148,00;10.148,00;50
Tapa trasera iPhone 14 PRO - Big Hole;2025-09-18;0,00;1,00;8.174,40;8.174,40;49
Tapa trasera iPhone 14 PRO - Big Hole;2025-09-25;0,00;10,00;7.682,40;76.824,00;39
Tapa trasera iPhone 14 PRO - Big Hole;2025-10-01;0,00;2,00;7.682,40;15.364,80;37
Tapa trasera iPhone 14 PRO - Big Hole;2025-10-03;0,00;10,00;6.959,40;69.594,00;27
Tapa trasera iPhone 14 PRO - Big Hole;2025-10-06;0,00;3,00;6.864,20;20.592,60;24
Tapa trasera iPhone 14 PRO - Big Hole;2025-10-07;0,00;15,00;7.844,80;117.672,00;9
Tapa trasera iPhone 14 PRO - Big Hole;2025-10-15;20,00;0,00;0,00;0,00;29
Tapa trasera iPhone 14 PRO - Big Hole;2025-10-16;0,00;3,00;7.247,36;21.742,08;26
Tapa trasera iPhone 14 PRO - Big Hole;2025-10-16;0,00;2,00;7.247,36;14.494,72;24
Tapa trasera iPhone 14 PRO - Big Hole;2025-10-16;0,00;5,00;7.628,80;38.144,00;19
Tapa trasera iPhone 14 PRO - Big Hole;2025-10-16;0,00;2,00;7.628,80;15.257,60;17
Tapa trasera iPhone 14 PRO - Big Hole;2025-10-24;0,00;2,00;8.386,40;16.772,80;15
Tapa trasera iPhone 14 PRO - Big Hole;;;;;;13
Tapa trasera iPhone 14 PRO - Big Hole;2025-07-01;0,00;1,00;6.784,00;6.784,00;12
Tapa trasera iPhone 14 PRO - Big Hole;2025-07-01;0,00;2,00;8.480,00;16.960,00;10
Tapa trasera iPhone 14 PRO - Big Hole;2025-07-02;0,00;2,00;6.784,00;13.568,00;8
Tapa trasera iPhone 14 PRO - Big Hole;2025-07-03;0,00;5,00;6.867,20;34.336,00;3
Tapa trasera iPhone 14 PRO - Big Hole;2025-07-04;0,00;3,00;8.689,00;26.067,00;0
Tapa trasera iPhone 14 PRO - Big Hole;2025-07-30;30,00;0,00;0,00;0,00;30
Tapa trasera iPhone 14 PRO - Big Hole;2025-08-07;0,00;1,00;7.507,20;7.507,20;29
Tapa trasera iPhone 14 PRO - Big Hole;2025-08-13;0,00;1,00;7.507,20;7.507,20;28
Tapa trasera iPhone 14 PRO - Big Hole;2025-09-05;0,00;3,00;7.618,40;22.855,20;25
Tapa trasera iPhone 14 PRO - Big Hole;2025-09-09;0,00;1,00;7.840,80;7.840,80;24
Tapa trasera iPhone 14 PRO - Big Hole;2025-09-15;0,00;2,00;10.148,00;20.296,00;22
Tapa trasera iPhone 14 PRO - Big Hole;2025-09-23;10,00;0,00;0,00;0,00;32
Tapa trasera iPhone 14 PRO - Big Hole;2025-10-03;0,00;10,00;6.959,40;69.594,00;22
Tapa trasera iPhone 14 PRO - Big Hole;2025-10-06;0,00;2,00;6.864,20;13.728,40;20
Tapa trasera iPhone 14 PRO - Big Hole;2025-10-07;0,00;10,00;7.844,80;78.448,00;10
Tapa trasera iPhone 14 PRO - Big Hole;2025-10-15;10,00;0,00;0,00;0,00;20
Tapa trasera iPhone 14 PRO - Big Hole;2025-10-15;10,00;0,00;0,00;0,00;30
Tapa trasera iPhone 14 PRO - Big Hole;2025-10-29;0,00;1,00;9.908,00;9.908,00;29
Tapa trasera iPhone 14 PRO MAX - Big Hole;;;;;;15
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-07-02;0,00;1,00;6.867,20;6.867,20;14
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-07-04;0,00;2,00;8.689,00;17.378,00;12
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-07-08;0,00;1,00;7.117,60;7.117,60;11
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-07-18;0,00;1,00;7.284,80;7.284,80;10
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-07-18;0,00;2,00;7.284,80;14.569,60;8
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-07-25;0,00;8,00;7.284,80;58.278,40;0
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-07-30;120,00;0,00;0,00;0,00;120
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-08-07;0,00;1,00;7.507,20;7.507,20;119
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-08-13;0,00;1,00;7.507,20;7.507,20;118
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-08-26;0,00;3,00;7.562,40;22.687,20;115
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-08-28;0,00;1,00;7.562,40;7.562,40;114
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-09-03;0,00;1,00;7.562,40;7.562,40;113
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-09-05;0,00;1,00;7.618,40;7.618,40;112
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-09-05;0,00;2,00;7.618,40;15.236,80;110
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-09-09;0,00;2,00;7.840,80;15.681,60;108
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-09-26;0,00;5,00;7.574,40;37.872,00;103
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-10-06;0,00;2,00;6.864,20;13.728,40;101
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-10-07;0,00;15,00;7.844,80;117.672,00;86
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-10-13;0,00;1,00;10.009,00;10.009,00;85
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-10-13;0,00;1,00;10.009,00;10.009,00;84
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-10-15;0,00;2,00;7.628,80;15.257,60;82
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-10-16;0,00;2,00;7.247,36;14.494,72;80
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-10-21;0,00;1,00;10.009,00;10.009,00;79
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-10-29;0,00;1,00;9.908,00;9.908,00;78
Tapa trasera iPhone 14 PRO MAX - Big Hole;;;;;;13
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-07-04;0,00;3,00;6.867,20;20.601,60;10
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-07-08;0,00;1,00;8.897,00;8.897,00;9
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-07-16;0,00;2,00;7.451,20;14.902,40;7
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-07-18;0,00;2,00;7.284,80;14.569,60;5
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-07-25;0,00;5,00;7.284,80;36.424,00;0
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-07-30;130,00;0,00;0,00;0,00;130
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-08-04;0,00;2,00;7.507,20;15.014,40;128
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-08-13;0,00;1,00;7.507,20;7.507,20;127
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-08-22;0,00;10,00;4.598,16;45.981,60;117
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-08-28;0,00;2,00;7.562,40;15.124,80;115
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-09-01;0,00;1,00;9.453,00;9.453,00;114
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-09-01;0,00;10,00;7.562,40;75.624,00;104
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-09-05;0,00;1,00;7.618,40;7.618,40;103
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-09-19;0,00;1,00;8.174,40;8.174,40;102
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-09-19;0,00;1,00;8.174,40;8.174,40;101
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-09-23;0,00;2,00;7.682,40;15.364,80;99
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-10-01;0,00;2,00;7.574,40;15.148,80;97
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-10-06;0,00;3,00;6.864,20;20.592,60;94
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-10-07;0,00;5,00;7.844,80;39.224,00;89
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-10-13;0,00;2,00;10.009,00;20.018,00;87
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-10-15;0,00;2,00;7.628,80;15.257,60;85
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-10-16;0,00;5,00;7.247,36;36.236,80;80
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-10-16;0,00;5,00;7.628,80;38.144,00;75
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-10-16;0,00;2,00;7.628,80;15.257,60;73
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-10-20;0,00;2,00;8.007,20;16.014,40;71
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-10-22;0,00;1,00;8.386,40;8.386,40;70
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-10-29;0,00;1,00;9.908,00;9.908,00;69
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-10-31;0,00;1,00;8.088,80;8.088,80;68
Tapa trasera iPhone 14 PRO MAX - Big Hole;;;;;;25
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-07-02;0,00;2,00;6.784,00;13.568,00;23
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-07-02;0,00;1,00;6.867,20;6.867,20;22
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-07-08;0,00;1,00;7.117,60;7.117,60;21
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-07-18;0,00;1,00;7.284,80;7.284,80;20
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-07-18;0,00;1,00;7.284,80;7.284,80;19
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-07-18;0,00;2,00;7.284,80;14.569,60;17
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-07-30;10,00;0,00;0,00;0,00;27
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-08-01;0,00;1,00;7.507,20;7.507,20;26
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-08-07;0,00;1,00;7.507,20;7.507,20;25
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-08-21;0,00;3,00;9.384,00;28.152,00;22
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-08-26;0,00;5,00;7.562,40;37.812,00;17
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-09-01;0,00;10,00;7.562,40;75.624,00;7
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-09-23;10,00;0,00;0,00;0,00;17
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-09-24;0,00;2,00;8.480,00;16.960,00;15
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-09-26;0,00;2,00;7.574,40;15.148,80;13
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-10-01;0,00;1,00;7.574,40;7.574,40;12
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-10-01;0,00;1,00;7.682,40;7.682,40;11
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-10-07;0,00;5,00;7.844,80;39.224,00;6
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-10-07;0,00;1,00;7.899,20;7.899,20;5
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-10-13;0,00;1,00;8.007,20;8.007,20;4
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-10-15;10,00;0,00;0,00;0,00;14
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-10-15;10,00;0,00;0,00;0,00;24
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-10-15;0,00;2,00;7.628,80;15.257,60;22
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-10-16;0,00;1,00;7.247,36;7.247,36;21
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-10-16;0,00;4,00;7.247,36;28.989,44;17
Tapa trasera iPhone 14 PRO MAX - Big Hole;2025-10-29;0,00;1,00;9.908,00;9.908,00;16
Bateria iPhone 12 Mini - Gold Edition;;;;;;41
Bateria iPhone 12 Mini - Gold Edition;2025-07-02;0,00;6,00;10.999,52;65.997,12;35
Bateria iPhone 12 Mini - Gold Edition;2025-07-03;0,00;3,00;11.362,40;34.087,20;32
Bateria iPhone 12 Mini - Gold Edition;2025-07-07;0,00;5,00;11.270,00;56.350,00;27
Bateria iPhone 12 Mini - Gold Edition;2025-07-10;0,00;1,00;11.868,00;11.868,00;26
Bateria iPhone 12 Mini - Gold Edition;2025-07-14;0,00;1,00;14.835,00;14.835,00;25
Bateria iPhone 12 Mini - Gold Edition;2025-07-15;0,00;10,00;11.274,60;112.746,00;15
Bateria iPhone 12 Mini - Gold Edition;2025-07-17;0,00;1,00;12.052,00;12.052,00;14
Bateria iPhone 12 Mini - Gold Edition;2025-07-18;0,00;3,00;12.052,00;36.156,00;11
Bateria iPhone 12 Mini - Gold Edition;2025-07-18;0,00;2,00;11.215,59;22.431,18;9
Bateria iPhone 12 Mini - Gold Edition;2025-07-22;0,00;1,00;12.236,00;12.236,00;8
Bateria iPhone 12 Mini - Gold Edition;2025-07-24;0,00;2,00;12.052,00;24.104,00;6
Bateria iPhone 12 Mini - Gold Edition;2025-07-24;0,00;3,00;15.065,00;45.195,00;3
Bateria iPhone 12 Mini - Gold Edition;2025-07-28;0,00;3,00;15.180,00;45.540,00;0
Bateria iPhone 12 Mini - Gold Edition;2025-08-08;50,00;0,00;0,00;0,00;50
Bateria iPhone 12 Mini - Gold Edition;2025-08-12;0,00;2,00;12.817,60;25.635,20;48
Bateria iPhone 12 Mini - Gold Edition;2025-08-13;0,00;1,00;12.817,60;12.817,60;47
Bateria iPhone 12 Mini - Gold Edition;2025-08-14;0,00;4,00;16.022,00;64.088,00;43
Bateria iPhone 12 Mini - Gold Edition;2025-08-25;0,00;5,00;16.022,00;80.110,00;38
Bateria iPhone 12 Mini - Gold Edition;2025-08-27;0,00;2,00;16.141,00;32.282,00;36
Bateria iPhone 12 Mini - Gold Edition;2025-08-27;0,00;2,00;12.267,16;24.534,32;34
Bateria iPhone 12 Mini - Gold Edition;2025-08-28;0,00;2,00;12.912,80;25.825,60;32
Bateria iPhone 12 Mini - Gold Edition;2025-08-29;0,00;3,00;12.912,80;38.738,40;29
Bateria iPhone 12 Mini - Gold Edition;2025-08-29;0,00;1,00;12.912,80;12.912,80;28
Bateria iPhone 12 Mini - Gold Edition;2025-09-01;0,00;4,00;12.912,80;51.651,20;24
Bateria iPhone 12 Mini - Gold Edition;2025-09-12;0,00;3,00;15.167,70;45.503,10;21
Bateria iPhone 12 Mini - Gold Edition;2025-09-16;0,00;3,00;17.446,00;52.338,00;18
Bateria iPhone 12 Mini - Gold Edition;2025-09-17;0,00;1,00;17.446,00;17.446,00;17
Bateria iPhone 12 Mini - Gold Edition;2025-09-22;0,00;2,00;13.529,52;27.059,04;15
Bateria iPhone 12 Mini - Gold Edition;2025-09-23;0,00;1,00;14.052,00;14.052,00;14
Bateria iPhone 12 Mini - Gold Edition;2025-10-01;0,00;3,00;13.482,40;40.447,20;11
Bateria iPhone 12 Mini - Gold Edition;2025-10-01;0,00;1,00;13.482,40;13.482,40;10
Bateria iPhone 12 Mini - Gold Edition;2025-10-01;0,00;1,00;13.292,00;13.292,00;9
Bateria iPhone 12 Mini - Gold Edition;2025-10-01;0,00;2,00;16.853,00;33.706,00;7
Bateria iPhone 12 Mini - Gold Edition;2025-10-06;0,00;5,00;13.767,20;68.836,00;2
Bateria iPhone 12 Mini - Gold Edition;2025-10-08;0,00;1,00;13.861,60;13.861,60;1
Bateria iPhone 12 Mini - Gold Edition;2025-10-17;50,00;0,00;0,00;0,00;51
Bateria iPhone 12 Mini - Gold Edition;2025-10-22;0,00;5,00;15.196,80;75.984,00;46
Bateria iPhone 12 Mini - Gold Edition;2025-10-24;0,00;5,00;15.196,80;75.984,00;41
Camara principal iPhone 13 Pro / Pro Max (Back camera);;;;;;17
Camara principal iPhone 13 Pro / Pro Max (Back camera);2025-07-01;0,00;1,00;89.747,20;89.747,20;16
Camara principal iPhone 13 Pro / Pro Max (Back camera);2025-07-01;0,00;1,00;119.195,00;119.195,00;15
Camara principal iPhone 13 Pro / Pro Max (Back camera);2025-07-02;0,00;1,00;112.184,00;112.184,00;14
Camara principal iPhone 13 Pro / Pro Max (Back camera);2025-07-02;0,00;1,00;112.184,00;112.184,00;13
Camara principal iPhone 13 Pro / Pro Max (Back camera);2025-07-07;0,00;1,00;122.126,00;122.126,00;12
Camara principal iPhone 13 Pro / Pro Max (Back camera);2025-07-07;0,00;1,00;95.746,78;95.746,78;11
Camara principal iPhone 13 Pro / Pro Max (Back camera);2025-07-08;0,00;1,00;124.080,00;124.080,00;10
Camara principal iPhone 13 Pro / Pro Max (Back camera);2025-07-11;0,00;1,00;100.828,00;100.828,00;9
